,flushes,l0compactions,other_compactions,read,write,qps
393,1.0,0.0,2.0,626.39,802.55,352761.0
394,0.0,0.0,1.0,319.0,314.04,392930.0
395,1.0,0.0,2.0,636.54,899.3700000000001,369081.0
396,0.0,0.0,1.0,317.54,313.16,319264.0
397,1.0,1.0,1.0,595.69,840.14,386610.0
398,1.0,1.0,0.0,278.15,526.98,355493.0
399,0.0,1.0,0.0,278.15,275.5,376208.0
400,1.0,1.0,0.0,278.15,496.13,381095.0
401,1.0,1.0,1.0,587.89,801.1700000000001,356398.0
402,0.0,0.0,2.0,620.1700000000001,609.77,400825.0
403,1.0,0.0,1.0,310.43,513.37,370542.0
404,0.0,0.0,2.0,617.3,607.83,358950.0
405,1.0,0.0,1.0,306.87,580.21,401579.0
406,1.0,0.0,1.0,306.87,580.21,358074.0
407,0.0,0.0,2.0,603.71,596.1700000000001,389832.0
408,1.0,0.0,1.0,296.84,544.0699999999999,382757.0
409,0.0,0.0,1.0,296.84,293.07,351860.0
410,0.0,1.0,1.0,562.15,555.8399999999999,368546.0
411,1.0,1.0,0.0,265.31,421.12,365727.0
412,0.0,1.0,0.0,265.31,262.77,365835.0
413,1.0,1.0,0.0,265.31,522.37,390647.0
414,1.0,1.0,1.0,541.56,793.28,360159.0
415,0.0,0.0,1.0,276.25,270.91,391123.0
416,1.0,0.0,1.0,276.25,467.47,387289.0
417,1.0,0.0,2.0,579.6,766.86,350439.0
418,0.0,0.0,1.0,303.35,299.39,411610.0
419,1.0,0.0,2.0,555.13,703.13,364345.0
420,0.0,0.0,1.0,251.78,247.61,382139.0
421,1.0,0.0,1.0,251.78,445.58000000000004,374219.0
422,1.0,0.0,2.0,555.07,743.36,357187.0
423,0.0,0.0,1.0,303.29,297.78,402748.0
424,1.0,0.0,1.0,303.29,559.52,369497.0
425,0.0,1.0,0.0,269.14,266.14,363263.0
426,1.0,1.0,0.0,269.14,473.78,390558.0
427,1.0,1.0,0.0,269.14,473.78,357849.0
428,0.0,1.0,0.0,269.14,266.14,391793.0
429,1.0,1.0,1.0,540.4300000000001,694.01,380526.0
430,1.0,0.0,1.0,271.29,427.87,356750.0
431,0.0,0.0,2.0,646.1800000000001,355.51,355657.0
432,1.0,0.0,8.0,1213.8999999999999,910.74,147499.0
433,0.0,0.0,8.0,1213.8999999999999,727.6,300000.0
434,0.0,0.0,8.0,1213.8999999999999,727.6,340496.0
435,1.0,0.0,9.0,1262.6899999999998,969.65,308764.0
436,1.0,0.0,9.0,1129.6699999999998,991.3800000000001,341850.0
437,0.0,0.0,7.0,733.01,689.19,349189.0
438,1.0,0.0,6.0,669.2,821.7800000000001,159701.0
439,1.0,0.0,9.0,1008.53,1169.79,335624.0
440,0.0,0.0,8.0,914.3399999999999,862.65,304005.0
441,0.0,0.0,5.0,609.61,569.36,402895.0
442,1.0,1.0,3.0,594.23,910.77,368164.0
443,1.0,1.0,0.0,269.9,540.01,374333.0
444,0.0,1.0,0.0,269.9,267.3,384849.0
445,1.0,1.0,0.0,269.9,453.26,351610.0
446,0.0,1.0,1.0,541.8599999999999,535.78,397585.0
447,1.0,0.0,1.0,271.96,465.18,371388.0
448,1.0,0.0,2.0,582.87,771.1700000000001,355420.0
449,0.0,0.0,1.0,310.91,305.99,403128.0
450,1.0,0.0,2.0,611.56,894.0899999999999,360257.0
451,0.0,0.0,1.0,300.65,296.06,381439.0
452,0.0,0.0,2.0,614.75,604.54,379959.0
453,1.0,0.0,1.0,314.1,586.8,351772.0
454,0.0,0.0,1.0,314.1,308.48,397840.0
455,1.0,0.0,2.0,613.5,848.4300000000001,367749.0
456,1.0,1.0,1.0,637.0,606.1800000000001,367020.0
457,0.0,1.0,0.0,337.6,66.23,317107.0
458,1.0,1.0,7.0,824.5100000000001,860.9999999999999,332893.0
459,0.0,1.0,7.0,824.5100000000001,654.28,194963.0
460,0.0,1.0,7.0,824.5100000000001,654.28,200000.0
461,0.0,1.0,7.0,824.5100000000001,654.28,254886.0
462,1.0,1.0,7.0,824.5100000000001,741.91,149860.0
463,1.0,0.0,14.0,1239.0099999999998,1389.26,168218.0
464,0.0,0.0,8.0,796.4599999999999,851.0,277052.0
465,0.0,0.0,8.0,796.4599999999999,851.0,368735.0
466,0.0,0.0,7.0,752.0999999999999,713.58,365940.0
467,1.0,0.0,6.0,638.17,796.5200000000001,377690.0
468,0.0,0.0,1.0,315.17,311.02,341246.0
469,0.0,0.0,2.0,591.36,583.3,359716.0
470,1.0,0.0,1.0,276.19,498.29999999999995,393600.0
471,0.0,0.0,2.0,562.6,554.0,376410.0
472,1.0,0.0,1.0,286.41,527.5,350973.0
473,1.0,0.0,2.0,589.96,827.37,403497.0
474,0.0,0.0,2.0,574.06,566.37,358716.0
475,1.0,0.0,1.0,270.51,423.84000000000003,376038.0
476,1.0,0.0,1.0,270.51,423.84000000000003,389410.0
477,0.0,1.0,1.0,602.73,368.11,355811.0
478,1.0,1.0,0.0,332.22,260.95,375291.0
479,0.0,1.0,0.0,332.22,101.61,256911.0
480,1.0,1.0,0.0,332.22,295.2,200000.0
481,1.0,1.0,7.0,955.7900000000001,998.02,297890.0
482,0.0,1.0,7.0,955.7900000000001,804.4300000000001,398787.0
483,0.0,1.0,7.0,955.7900000000001,804.4300000000001,359128.0
484,1.0,1.0,8.0,1172.8100000000002,1148.8200000000002,384859.0
485,1.0,0.0,5.0,587.52,694.6099999999999,378567.0
486,0.0,0.0,2.0,525.27,511.32,352924.0
